,Industry,Company Location,New Job (90 Days),Year Started,Profile Headline,Profile Summary,School,Degree,Education End,Domain,CompanyName,JobTitle,My Network,Country,Continent,FieldOfStudy,Industry_embedding,Company Location_embedding,Profile Headline_embedding,Profile Summary_embedding,School_embedding,Degree_embedding,Education End_embedding,Domain_embedding,CompanyName_embedding,JobTitle_embedding,My Network_embedding,Country_embedding,Continent_embedding,FieldOfStudy_embedding
4434,Information Technology and Services,"Chengalpattu, Tamil Nadu, India",False,2013.0,Project Manager at Tata Consultancy Services,,Vellore Institute of Technology,ug,group3,Program and Project Management,Tata Consultancy Services,Manager,network,India,AS,"Electrical, Electronics and Communication Engineering",-0.24523748,0.6158785,-0.14952078,0.0068888944,0.75134337,-0.12845042,-0.799207,0.116206646,-0.0014503896,-0.4709948,-0.34562543,-0.15667738,-0.22795308,0.66143984
4435,Management Consulting,"Bangalore Urban, Karnataka, India",False,2007.0,Project Manager at Capgemini Consulting,"•Seasoned professional, with outstanding project planning, execution, monitoring and resource balancing skills with ability to support multiple simultaneous projects in a matrix organizational structure.

•Excel at communicating with stakeholders to provide accurate reporting and information regarding the ongoing projects and initiatives.

•Experienced in coordinating, negotiating and motivating outside vendors and off-shore resources in support of time line and IT project deliverables.

Professional Achievements:-
•Develop and QA/User Acceptance Test 1000+ Wise application scripts, in support of 10,000 seat Windows 2000 rollout, using 12 project resources.

•Managed script development project integration lab in support of new OS and required client applications. This was a deployment initiative for 8 separate North American locations, two business units’ sales teams as well as other subsidiaries/business units, using 6 Digital India offshore developer resources.

•Deliver Y2K Remediation solution to 13 Eastern region manufacturing plants. This remediation included PLC, specialized automation equipment as well as the office PCs and network equipment.

•Consolidate 25Million+ accounts receivable into one central office DB and network. Included backup and back-out procedures, validation of DB integrity, and physical movement of Server and data.

•Transfer multiple T-1 circuits to new ISP backbone provider. This involved planning a parallel network for both providers until transfer had been accomplished with seamless service delivery to the dialup and hosting customers.

•Effectively training, motivating and mentoring onsite and offshore junior managers, engineers, developers and technicians.

•Superior coordination of user acceptance testing of final IT infrastructure and software development deliverables through iterative evolutions.",Vellore Institute of Technology,ug,not-given,Program and Project Management,Capgemini Consulting,Manager,network,India,AS,not_given,-0.62723196,0.41186523,-0.35375133,-0.5431921,0.75134337,-0.12845042,0.45873982,0.116206646,-0.17120533,-0.4709948,-0.34562543,-0.15667738,-0.22795308,0.52895916
4436,Information Technology and Services,Saudi Arabia,False,2012.0,Project Manager at 4N Group,,Vellore,ug,group4,Program and Project Management,4N Group,Manager,network,Saudi Arabia,AS,"Electrical, Electronics and Communication Engineering",-0.24523748,0.8124057,-0.02560585,0.0068888944,0.26867795,-0.12845042,-0.63515115,0.116206646,-0.13999858,-0.4709948,-0.34562543,0.8124057,-0.22795308,0.66143984
4437,Nonprofit Organization Management,"Ernakulam, Kerala, India",False,2017.0,Manager MEP Projects at EMAC Electomechanical Ll,"Job Skill Sets:
I. Sales & Marketing:
HVAC Project Institutional Sales, 
Product (Chiller, VRF) Sales, 
Sales of Small Central Plants, AHUs, VRF through Channel Partners/Dealer 

II. Engineering & Planning of Central Air-conditioning System-Chillers, VRF
",Vellore Institute of Technology,pg,group4,Program and Project Management,EMAC Electomechanical Llc,Manager,network,India,AS,Marketing and Finance,0.026965683,0.17444423,-0.22815065,0.07392645,0.75134337,-0.61622804,-0.63515115,0.116206646,-0.04904173,-0.4709948,-0.34562543,-0.15667738,-0.22795308,-0.18475033
4438,Architecture & Planning,"Bangalore Urban, Karnataka, India",False,2004.0,Project Manager at RC Architecture Pvt Ltd,,Chennai,ug,group4,Program and Project Management,RC Architecture Pvt Ltd,Manager,network,India,AS,not_given,0.49405083,0.41186523,0.52056456,0.0068888944,0.05070755,-0.12845042,-0.63515115,0.116206646,0.81381565,-0.4709948,-0.34562543,-0.15667738,-0.22795308,0.52895916
4439,Mechanical or Industrial Engineering,"Krishnagiri, Tamil Nadu, India",False,2005.0,Senior Team Lead at Robert Bosch Engineer & Business solution Ltd,,Vellore Institute of Technology,pg,group3,Program and Project Management,Robert Bosch Engineering Business solutions private LTD ,Manager,network,India,AS,not_given,0.5515584,0.7352719,-0.22451164,0.0068888944,0.75134337,-0.61622804,-0.799207,0.116206646,0.16994375,-0.4709948,-0.34562543,-0.15667738,-0.22795308,0.52895916
4440,Real Estate,"Chengalpattu, Tamil Nadu, India",False,0.0,PROJECT MANAGER( CIVIL) at Sree Subhiksha Housing & Enterprises Pvt Ltd,,"CHENGALVARAYA NAICKER POLYTECHNIC. VEPERY, CHENNAI",ug,group4,Program and Project Management,Sree Subhiksha Housing & Enterprises Pvt Ltd,Manager,network,India,AS,Management,0.8187544,0.6158785,0.48439208,0.0068888944,0.78400254,-0.12845042,-0.63515115,0.116206646,0.6686411,-0.4709948,-0.34562543,-0.15667738,-0.22795308,-0.581318
4441,Consumer Goods,"Delhi, India",False,2020.0,"Business Analyst, IT Project Manager and Sales Coordinator for TAG Heuer India",i collect stories,Vellore Institute of Technology,ug,group2,Program and Project Management,Luxury Time Private Limited,Sales Representative,network,India,AS,Computer Science,0.39451176,0.043291796,-0.42047006,0.8364514,0.75134337,-0.12845042,-0.5348988,0.116206646,-0.28125122,-0.08542128,-0.34562543,-0.15667738,-0.22795308,-0.5947676
4442,Logistics and Supply Chain,"Chennai, Tamil Nadu, India",False,0.0,Project Manager at Sical logistics ltd,,Vellore,pg,group2,Program and Project Management,Sical logistics ltd,Manager,network,India,AS,not_given,-0.20004235,0.60004115,-0.21260269,0.0068888944,0.26867795,-0.61622804,-0.5348988,0.116206646,-0.17480035,-0.4709948,-0.34562543,-0.15667738,-0.22795308,0.52895916
4443,Consumer Services,"Chennai, Tamil Nadu, India",False,2018.0,Heart Congress Ambassador & Delegate,,Vellore Institute of Technology,pg,group2,Program and Project Management,Pulsus Group LTD,Manager,network,India,AS,appliedmicrobiology,0.38967007,0.60004115,0.15488575,0.0068888944,0.75134337,-0.61622804,-0.5348988,0.116206646,-0.084279425,-0.4709948,-0.34562543,-0.15667738,-0.22795308,0.24651198
4444,Aviation & Aerospace,"Valsad, Gujarat, India",False,2019.0,"Technical  design  engineer  at Team  uav . 


Coordinator at IDRL - Indian Drone Racing League.","Technical design engineer at team uav 
coordinator  idrl vit 
Senior  Member creation labs
",Vellore Institute of Technology,ug,group1,Program and Project Management,IDRL - Indian Drone Racing League,Coordinator,network,India,AS,Mechanical Engineering,-0.15645926,0.287434,-0.00554538,-0.13191564,0.75134337,-0.12845042,-0.5150479,0.116206646,0.15695895,-0.4547119,-0.34562543,-0.15667738,-0.22795308,0.53104585
4445,Consumer Services,"Jaipur, Rajasthan, India",False,2015.0,Project Development Manager at SPIDERLINK NETWORKS PRIVATE LIMITED,"Experienced Director with a demonstrated history of working in the telecommunications industry. Skilled in e-Governance, Technical Support, Data Analysis, Project Planning, and Project Management. Strong professional with a Bachelor of Technology - BTech focused in electronics and communication engineering from Laxmi Devi Institute of Engineering & Technology,Alwar. ",Vellore Institute of Technology,ug,group3,Program and Project Management,blackshinetechnologies pvt ltd,Board Member,network,India,AS,"Electrical, Electronics and Communication Engineering",0.38967007,0.6265376,-0.37131548,-0.07988102,0.75134337,-0.12845042,-0.799207,0.116206646,0.71942025,0.013204547,-0.34562543,-0.15667738,-0.22795308,0.66143984
4446,Electrical/Electronic Manufacturing,"Kanpur Nagar, Uttar Pradesh, India",False,0.0,--,"I am hardworking, creative, fast-learner and flexible in any fields of job. My objective is to present myself as an effective employee and an asset to the company.",Vellore Institute of Technology,ug,group3,Program and Project Management,Trident Group India,Manager,network,India,AS,"Electrical, Electronics and Communication Engineering",0.9951454,-0.47369465,0.124019735,-0.5026742,0.75134337,-0.12845042,-0.799207,0.116206646,0.036479376,-0.4709948,-0.34562543,-0.15667738,-0.22795308,0.66143984
4447,Civil Engineering,"Raichur, Karnataka, India",False,2014.0,--,,,pg,group3,Program and Project Management,NK Projects ,Manager,network,India,AS,Civil Engineering,0.51126933,0.4345458,0.124019735,0.0068888944,0.0068888944,-0.61622804,-0.799207,0.116206646,0.28564912,-0.4709948,-0.34562543,-0.15667738,-0.22795308,0.51126933
4448,Information Technology and Services,"Ahmedabad, Gujarat, India",False,2008.0,Developer at Hidden Brains InfoTech Pvt. Ltd.,,Vellore Institute of Technology,ug,group3,Program and Project Management,Hidden Brains InfoTech Pvt. Ltd.,Manager,network,India,AS,"Electrical, Electronics and Communication Engineering",-0.24523748,0.38833508,0.2991212,0.0068888944,0.75134337,-0.12845042,-0.799207,0.116206646,0.37343702,-0.4709948,-0.34562543,-0.15667738,-0.22795308,0.66143984
4449,Civil Engineering,Malaysia,False,2012.0,"PROJECT MANGER at CAPE, SAUDIARABIA",,CNTI - VEPERY,other,group4,Program and Project Management,LINSUN ENGINEERING SDN BHD,Consultant,network,Malaysia,AS,not_given,0.51126933,-0.10589851,0.4481284,0.0068888944,0.18354216,0.10087785,-0.63515115,0.116206646,0.68936735,-0.03352006,-0.34562543,-0.10589851,-0.22795308,0.52895916
4450,Consumer Services,Greater Hyderabad Area,False,0.0,BANK MANAGER AT VIJAYA BANK,,,ug,group3,Program and Project Management,Wipro,Manager,network,India,AS,Mechanical Engineering,0.38967007,0.092574075,0.38014477,0.0068888944,0.0068888944,-0.12845042,-0.799207,0.116206646,0.30140072,-0.4709948,-0.34562543,-0.15667738,-0.22795308,0.53104585
4451,Information Technology and Services,"Tiruvallur, Tamil Nadu, India",False,2018.0,Associate Consultant at Wipro Limited,"Wipro – Providing 24/7 support to the clients in EMC documentum content management system, 
Captiva InputAccel related tasks and issues troubleshooting.


Cognizant - Support for desktop, laptop and Windows servers  in various levels such us Patch Management, Virus-Monitoring, Helpdesk Remote Control, Asset Management, Net backup,  First Level support of Active Directory, Exchange Server troubleshooting, Web sense, Handling Windows 2003(R2) File Servers and project related application support.",NTTF (Nettur Technical Training Foundation),pg,group3,Program and Project Management,Wipro Limited,Associate,network,India,AS,Computer Science,-0.24523748,0.5346037,0.34931955,-0.3758235,0.5658421,-0.61622804,-0.799207,0.116206646,0.22843516,-0.19023131,-0.34562543,-0.15667738,-0.22795308,-0.5947676
4452,Information Technology and Services,"Chennai, Tamil Nadu, India",False,2018.0,Project Manager at Cognizant,Project Manager @Cognizant | CBSA | CSM,Vellore Institute of Technology,pg,group3,Program and Project Management,Cognizant,Manager,network,India,AS,Computer Science,-0.24523748,0.60004115,-0.2244717,-0.07481661,0.75134337,-0.61622804,-0.799207,0.116206646,-0.14843246,-0.4709948,-0.34562543,-0.15667738,-0.22795308,-0.5947676
4453,Consumer Services,"Syracuse, New York, United States",False,2012.0,Sr Network Architech at Euclid Elementz,"After I  earned my Bachelors in Electronics and communications Engineering,I pursed my Masters in Telecommunication and Network Management in Syracuse University and gained more insight into wired and wireless technologies. Having Working on projects in and off campus, I had the opportunity to familiarized myself with various wired and wireless networking soft-wares and technologies. I believe i have earn more knowledge and experience as a networking professional and still feel there are  new technologies out there for me to explore.",Syracuse University,pg,group3,Program and Project Management,Syracuse University,Team Leader,network,United States,NA,Computer Science,0.38967007,0.32067907,-0.21079277,0.110795885,0.28568196,-0.61622804,-0.799207,0.116206646,0.28568196,-0.28544277,-0.34562543,0.21777464,0.20820904,-0.5947676
4454,Civil Engineering,"Hyderabad, Telangana, India",False,2010.0,Project Manager at PSR Elecon Pvt. Ltd,,Vellore Institute of Technology,ug,group3,Program and Project Management,PSR Elecon Pvt. Ltd,Manager,network,India,AS,Computer Science,0.51126933,0.08350182,0.105914176,0.0068888944,0.75134337,-0.12845042,-0.799207,0.116206646,0.22602116,-0.4709948,-0.34562543,-0.15667738,-0.22795308,-0.5947676
4455,Information Technology and Services,"Chengalpattu, Tamil Nadu, India",False,2010.0,Project Manager at Infosys Technologies Ltd,,VIT,not_given,not-given,Program and Project Management,Infosys,Architect,network,India,AS,not_given,-0.24523748,0.6158785,-0.18725687,0.0068888944,0.36726007,0.52895904,0.45873982,0.116206646,-0.5516598,0.73088545,-0.34562543,-0.15667738,-0.22795308,0.52895916
